epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,11.9979,3.58279,4.28975,4.34266,0.00392,1,0.00466,0.00224,2.92941,4.65729,4.15919,1.111e-05,1.111e-05,1.111e-05
